0.000000000000000000e+00,1.570756120816617862e+00
2.083333333333333218e-02,1.570689823597155588e+00
4.166666666666666435e-02,1.570625133146245966e+00
6.250000000000000000e-02,1.570562300420663915e+00
8.333333333333332871e-02,1.570501252829528349e+00
1.041666666666666574e-01,1.570441907497382106e+00
1.250000000000000000e-01,1.570384180729549328e+00
1.458333333333333148e-01,1.570327994974195729e+00
1.666666666666666574e-01,1.570273278755749180e+00
1.875000000000000000e-01,1.570219982049516405e+00
2.083333333333333148e-01,1.570168054919869771e+00
2.291666666666666574e-01,1.570117455068016588e+00
2.500000000000000000e-01,1.570068154702275232e+00
2.708333333333333148e-01,1.570020116746881467e+00
2.916666666666666297e-01,1.569973289739051259e+00
3.125000000000000000e-01,1.569927631297570070e+00
3.333333333333333148e-01,1.569883119406815908e+00
3.541666666666666297e-01,1.569839731505912939e+00
3.750000000000000000e-01,1.569797430942255989e+00
3.958333333333333148e-01,1.569756180013212932e+00
4.166666666666666297e-01,1.569715953029548583e+00
4.375000000000000000e-01,1.569676729236861856e+00
4.583333333333333148e-01,1.569638481849627398e+00
4.791666666666666297e-01,1.569601180568520160e+00
5.000000000000000000e-01,1.569564799435632096e+00
5.208333333333332593e-01,1.569529316680663422e+00
5.416666666666666297e-01,1.569494709450798497e+00
5.625000000000000000e-01,1.569460952807852694e+00
5.833333333333332593e-01,1.569428022909041376e+00
6.041666666666666297e-01,1.569395898624544872e+00
6.250000000000000000e-01,1.569364559603032117e+00
6.458333333333332593e-01,1.569333984845858510e+00
6.666666666666666297e-01,1.569304153539674562e+00
6.875000000000000000e-01,1.569275045926997292e+00
7.083333333333332593e-01,1.569246642981388717e+00
7.291666666666666297e-01,1.569218925832692513e+00
7.500000000000000000e-01,1.569191875864091479e+00
7.708333333333332593e-01,1.569165475089697281e+00
7.916666666666666297e-01,1.569139706184357275e+00
8.125000000000000000e-01,1.569114552275516994e+00
8.333333333333332593e-01,1.569089996890622674e+00
8.541666666666666297e-01,1.569066024072493848e+00
8.750000000000000000e-01,1.569042618433942993e+00
8.958333333333332593e-01,1.569019765099099128e+00
9.166666666666666297e-01,1.568997449654335519e+00
9.375000000000000000e-01,1.568975658163945797e+00
9.583333333333332593e-01,1.568954377190660665e+00
9.791666666666666297e-01,1.568933593777468660e+00
1.000000000000000000e+00,1.568913295416669795e+00
1.020833333333333259e+00,1.568893470036585081e+00
1.041666666666666519e+00,1.568874105997519752e+00
1.062500000000000000e+00,1.568855192078226546e+00
1.083333333333333259e+00,1.568836717454127783e+00
1.104166666666666519e+00,1.568818671678430254e+00
1.125000000000000000e+00,1.568801044667924138e+00
1.145833333333333259e+00,1.568783826687795591e+00
1.166666666666666519e+00,1.568767008333487256e+00
1.187500000000000000e+00,1.568750580512608517e+00
1.208333333333333259e+00,1.568734534428756211e+00
1.229166666666666519e+00,1.568718861566123834e+00
1.250000000000000000e+00,1.568703553673752804e+00
1.270833333333333259e+00,1.568688602749937600e+00
1.291666666666666519e+00,1.568674001027621889e+00
1.312500000000000000e+00,1.568659740960750559e+00
1.333333333333333259e+00,1.568645815211166861e+00
